question	answer
So do i, But not if they are rich.	What does that have to do with it?
What does that have to do with it?	Rich people think they are better than us.
Rich people think they are better than us.	How many rich people do you know?
How many rich people do you know?	None.
Bears are invading our neighborhoods.	Of course they are. They are starving to death.
Of course they are. They are starving to death.	They should stay in the woods where they belong.
They should stay in the woods where they belong.	There is no food in the woods.
There is no food in the woods.	Cannot they eat grass?
Cannot they eat grass?	Do you think a bear is a cow?
Do you think a bear is a cow?	Well, I have seen them eating berries.
Well, I have seen them eating berries.	Berries aren't in season all year round.
Berries aren't in season all year round.	It is too dangerous for kids and pets.
It is too dangerous for kids and pets.	People need to cover their trash cans.
People need to cover their trash cans.	The police need to shoot all the bears.
The police need to shoot all the bears.	You do not solve a problem by shooting it.
Who did you vote for?	I voted for obama.
I voted for obama.	Me too.
Me too.	He will be a great president.
He will be a great president.	Everyone likes him.
Everyone likes him.	He is a good speaker.
He is a good speaker.	And he is really smart.
And he is really smart.	He will solve our problems.
He will solve our problems.	He will end the war.
He will end the war.	The next four years will be good years.
The next four years will be good years.	I will vote for him next time, Too.
I will vote for him next time, Too.	I think everyone will.
The election is next week.	Who are you voting for?
Who are you voting for?	I am not voting for the mayor.
I am not voting for the mayor.	Why not?
Why not?	He made promises that he did not keep.
He made promises that he did not keep.	Like what?
Like what?	He promised to hire 1, 000 more police officers.
He promised to hire 1, 000 more police officers.	How many did he hire?
How many did he hire?	One hundred!
One hundred!	Maybe he had a good reason.
Maybe he had a good reason.	Maybe he is just a liar.
Maybe he is just a liar.	Maybe I will vote for someone else, Too.
I cannot believe he won the election.	Only 15 percent of the voters turned out.
Only 15 percent of the voters turned out.	That is a joke.
That is a joke.	Voting is so important, But people do not bother.
Voting is so important, But people do not bother.	Many people think their vote does not matter.
Many people think their vote does not matter.	The mayor won by only 2, 000 votes.
The mayor won by only 2, 000 votes.	We're stuck with him for four more years.
We're stuck with him for four more years.	Voting is so easy. You can even mail your ballot in.
Voting is so easy. You can even mail your ballot in.	All you have to do is vote and put a stamp on it.
All you have to do is vote and put a stamp on it.	How easy is that?
How easy is that?	I guess people just do not care.
I guess people just do not care.	They'll care when they see their taxes go up.
Well, We have a new president.	But we have the same old problems.
But we have the same old problems.	Well, He is made a few changes.
Well, He is made a few changes.	Like what?
Like what?	I think he closed the bowling alley in the white house.
I think he closed the bowling alley in the white house.	Oh, Yeah. He is changing it to a basketball court.
Oh, Yeah. He is changing it to a basketball court.	Who is paying for that?
Who is paying for that?	I think we are!
I think we are!	Well, That is okay, As long as it helps him relax and think more clearly.
Well, That is okay, As long as it helps him relax and think more clearly.	Yes, We need a relaxed president who thinks clearly.
Yes, We need a relaxed president who thinks clearly.	Do any other world leaders have a basketball court?
Do any other world leaders have a basketball court?	They will. You know america always leads the way.
People say that everybody loves obama.	Well, More than 50 million people voted formccain.
Well, More than 50 million people voted formccain.	That is 50 million people who do not love obama.
That is 50 million people who do not love obama.	Obama's got four years to make everyone happy.
Obama's got four years to make everyone happy.	He is never going to make everyone happy.
He is never going to make everyone happy.	Can you imagine being president?
Can you imagine being president?	Everyone wants you to solve their problems.
Everyone wants you to solve their problems.	I have enough stress from trying to solve my own problems.
I have enough stress from trying to solve my own problems.	You and everybody else.
You and everybody else.	I would never want to be president.
I would never want to be president.	But think about all the power you'd have.
But think about all the power you'd have.	I prefer my quiet little life to all the power in the world.
Did you read this article?	What article?
What article?	It says the mayor spends only 11 percent of his time on city duties.
It says the mayor spends only 11 percent of his time on city duties.	Only 11 percent?
Only 11 percent?	About 50 percent of the time he is traveling.
About 50 percent of the time he is traveling.	Where does he travel to?
Where does he travel to?	Oh, All over the world.
Oh, All over the world.	But he is supposed to be making our city a better place.
But he is supposed to be making our city a better place.	He is visiting other cities to get ideas.
He is visiting other cities to get ideas.	Cannot he just go online?
Cannot he just go online?	The rest of the time he is raising money for his reelection.
The rest of the time he is raising money for his reelection.	Well, He'll never getreelected once this news gets out.
Who did you vote for for president?	I voted for ralph nader.
I voted for ralph nader.	Who in the world is ralph nader?
Who in the world is ralph nader?	He is the best man for president.
He is the best man for president.	Why's that?
Why's that?	He hates corporations.
He hates corporations.	Well, Most corporations do think only about money.
Well, Most corporations do think only about money.	He hates democrats and republicans.
He hates democrats and republicans.	Well, They do put their party before their country.
Well, They do put their party before their country.	He is the only candidate that i trust.
